GEOID,Population,PopDensity
420034150021,1404,0.016491015
420034591023,2496,0.053565876
420034592013,2006,0.031616771
420030705002,905,1.261025262
420031303001,358,0.247502506
420034508002,430,0.161266127
420034886004,2256,0.084619378
420034804004,948,0.059382869
420034790002,1195,0.207514274
420031807001,520,0.404414338
420034110003,4148,0.016011787
420034070022,1254,0.016814006
420034520004,1375,0.003851227
420034600023,474,0.057550463
420031517001,1209,0.557474259
420035261021,2115,0.015341299
420032022001,1669,0.304991146
420032815002,967,0.308950622
420034803004,626,0.169891714
420035212002,854,0.033994366
420035524003,1334,0.097180031
420034150011,932,0.012187214
420034211003,1838,0.044849899
420034141021,3036,0.060947884
420034324002,798,0.481323096
420034773001,1228,0.578271496
420035041004,1387,0.038155434
420034292022,1101,0.098442622
420031102001,835,0.576693303
420033001001,112,0.118243243
420034929002,838,0.207601484
420035212003,1366,0.055162076
420035606001,306,0.167049716
420035213014,1132,0.045843805
420034560041,1632,0.047797549
420032904001,756,0.286460208
420032904002,1246,0.241263866
420032904005,616,0.346593147
420033001003,654,0.367044562
420033102003,540,0.160446398
420033102004,892,0.085181479
420033102005,546,0.204112913
420031106001,763,0.278505778
420034131004,1900,0.057829753
420034370001,3929,0.036937533
420034530041,1686,0.100673966
420034870002,986,0.066362807
420031920005,784,0.479185385
420034804002,812,0.062029053
420034511012,1680,0.080395623
420030404002,1500,1.206796679
420034131002,2032,0.099606427
420035638001,700,0.010667257
420035633001,691,0.010807693
420034511041,3407,0.072396002
420034511023,2930,0.134381047
420034511053,3002,0.047868741
420034513004,915,0.021023744
420034513001,3743,0.01787689
420034070012,1261,0.016188378
420031915001,720,0.13635279
420031916001,664,0.0568741
420034530032,550,0.015744141
420035640002,2225,0.013202497
420034687001,967,0.087555129
