8.936870878,2.783267453,6.837515083,9.386934339,7.755429948,4.099122443,15.56209891,12.69924727,4.944669705,15.13370118,5.128668138,22.03018663,17.28534844,18.4438216,12.43010424,17.20957723,23.20436491,5.156997531,15.15363693,17.65191288,5.950809777,5.666841915,15.15009198,14.85040701,6.126310045,15.01185083,9.211093661,4.79858033,7.097287362,7.687117438,21.71300299,20.13465915,14.10279079,14.50647176,17.10648865,8.365987809,12.52244196,18.4365196,12.85108083,10.05858194,3.433993615,12.3937017,11.33902736,12.36138243,10.0593205,9.528002986,11.20110044
9.110761359,3.164102083,6.132059217,9.782042405,7.619952992,5.857908699,15.42662195,12.87313775,6.058476415,14.0311497,4.837174214,21.59995693,16.25699954,18.30834464,11.99987455,16.18122834,22.77413521,5.428933027,14.72340724,16.62356398,7.017457935,6.262487026,15.68372212,14.43329089,6.300200527,13.98350194,8.793977536,4.972470811,6.068938464,6.62427015,21.29588687,19.10631025,14.27668127,14.07624206,16.9710117,7.935758112,12.386965,18.0062899,13.78763463,9.030233046,4.477454264,11.29115022,11.20355041,15.72854341,9.030971605,9.923111052,10.17275154
8.204918576,3.644600962,7.698848591,10.37686994,8.616763457,5.911290504,16.42343242,11.96729496,6.116217179,14.4257954,5.990001647,20.47741221,16.62190435,19.30515511,10.87732982,16.54613314,21.65159049,6.146933137,13.60086252,16.98846879,7.072082937,6.656777521,14.77787933,12.82420471,5.327957797,14.34840674,6.783252444,3.354985222,6.433843271,6.13434302,19.68680069,19.47121506,13.37083848,12.95369734,17.96782216,6.813213391,13.38377547,16.88374518,13.84101644,9.395137853,4.532079267,11.68579592,12.20036087,15.78192522,9.395876413,10.51793859,10.53765635
7.035651414,4.757223222,8.811470851,11.4894922,9.729385717,7.023912764,17.53605468,11.34724013,7.228839439,16.14666468,7.102623907,21.43270711,18.29831194,20.41777737,11.83262472,18.22254074,22.60688539,7.259555397,13.21620519,18.66487638,7.257668106,7.769399781,14.15782449,11.50788208,4.385815158,16.02481433,5.390432239,1.962165016,8.110250863,7.08963792,18.37047806,20.88477899,12.75078365,13.90899224,19.08044442,5.788330608,14.49639773,17.83904008,14.9536387,11.07154545,4.323136968,13.4066652,13.31298313,16.89454748,11.072284,11.63056085,12.21406394
11.93682065,5.621270419,7.507179387,12.23921074,10.07712133,10.0176935,17.88379029,16.86002942,9.887623793,11.97597523,6.483756828,18.90001872,11.94923247,20.76551298,7.994141077,11.52081539,19.00060448,7.886101363,12.94380808,12.3157969,12.7704574,8.719655362,19.67061379,16.02692204,10.2870922,8.291255755,10.38760869,7.154395306,2.310066952,1.974262965,21.29327473,15.09099509,18.26357294,9.629699572,16.770715,6.128155054,14.84413334,14.02236107,16.86104696,5.928945508,8.668267317,7.334583457,13.66071874,18.79170721,3.687389461,12.38027939,5.864984462
7.42146079,4.822125242,8.876372871,11.55439422,9.794287737,7.088814784,17.6009567,11.18383718,7.293741459,16.49365045,7.167525927,22.22574572,18.64529771,20.48267939,12.62566333,18.5695265,23.39992399,7.324457417,15.34919602,19.01186215,7.094265157,7.834301801,13.99442155,14.57253821,4.610899957,16.3718001,6.645775361,3.236026297,8.457236631,7.882676526,21.43513419,21.49460842,12.5873807,14.70203085,19.14534644,7.145979562,14.56129975,18.63207868,15.01854072,11.41853121,4.15973402,13.75365097,13.37788515,16.9594495,11.41926977,11.69546287,12.56104971
11.89937148,3.534998289,4.358598509,10.15936603,5.990825741,9.364999992,14.41255674,16.44284759,8.106066043,11.57373851,3.370164686,23.10864846,14.48835227,17.29427943,13.50856608,14.41258106,24.28282674,5.806256647,16.23209877,14.23821089,12.35327557,6.639810646,19.18224655,15.98947287,9.869910368,12.21485466,10.35015952,7.116969154,4.300291192,6.137004002,22.85206885,17.33766298,17.84639111,15.58493359,15.95694648,9.444449642,11.37289979,19.51498143,14.79494048,7.261585774,7.944204933,8.83373903,10.18948519,18.1390137,7.262324333,10.30043467,8.404104266
12.1713395,5.79051352,7.100371558,12.40845384,9.709848745,10.1869366,18.05303339,17.02927252,10.05686689,11.5691674,6.111937735,19.73617078,12.20903432,20.93475608,8.96740019,11.78061724,19.83675654,8.055344464,14.68630341,12.57559876,12.9397005,8.888898463,19.83985689,16.2614409,10.4563353,8.726086888,10.62212754,7.388937176,1.969197907,2.947522078,23.03577006,15.28906803,18.43281604,10.46585163,17.03051685,7.233838397,15.01337644,15.06891123,17.03029006,5.586077287,8.837510417,6.991715235,13.82996185,18.96095031,3.947191312,12.54952249,6.124786313
10.53236814,11.93748925,15.47542529,18.55542957,16.39334016,15.61964899,24.20000912,21.40231925,15.48957928,19.09366264,13.76657835,9.881708278,18.87586766,27.08173181,7.737444717,18.44745058,20.29266245,14.20232019,5.403572736,19.24243209,17.31274723,15.03587419,24.21290362,9.780134955,9.341663297,14.42457716,6.946001007,8.194643916,10.74258441,7.926582754,13.239463,14.87367369,22.80586277,9.356314238,23.69735019,3.792504786,21.16035217,12.55630696,22.46300244,16.98200665,13.8320655,16.09566065,19.97693757,24.3936627,10.43230837,18.69649822,12.79161965
13.32115759,5.816176987,6.374843465,12.47134042,7.709599147,10.51402915,14.89172116,17.35636507,10.38395944,6.812663525,5.918693621,20.88079314,11.94788313,18.03854991,10.18531359,11.87211193,20.9813789,8.118231045,15.83092577,9.477135905,13.26679305,8.951785044,20.16694943,17.41125899,10.78342785,9.231484548,11.77194563,8.270384067,1.502240366,4.258228075,24.18039242,14.79719384,18.75990859,11.48212677,10.71085558,10.86623576,15.07626302,16.21353359,17.10691488,3.673955994,9.164602963,5.079593943,13.89284843,19.28804286,4.546836453,12.61240907,5.863635128
