,Budget,Cost,Block,DistTravel(mi),DesignatedPOD
765,275000,10000,60,2.404031472,10
766,275000,10000,62,4.429846539,39
767,275000,10000,63,3.226288241,39
768,275000,10000,68,4.740407095,17
769,275000,10000,69,6.555740434,17
770,275000,10000,70,1.713245313,10
771,275000,10000,71,3.717291345,17
772,275000,10000,72,3.987306765,17
773,275000,10000,74,4.425780319,17
774,275000,10000,77,4.239200335,1
775,275000,10000,81,4.942538162,17
776,275000,10000,86,5.385721948,17
777,275000,10000,93,2.444635862,27
778,275000,10000,94,1.982463302,27
779,275000,10000,95,6.663966584,17
780,275000,10000,96,7.134972622,17
781,275000,10000,97,5.34107943,17
782,275000,10000,103,5.137739552,17
783,275000,10000,106,6.871464543,17
784,275000,10000,107,7.130085848,1
785,275000,10000,108,7.560934232,39
786,275000,10000,109,2.180428496,27
787,275000,10000,110,5.15369599,17
788,275000,10000,113,6.323959271,17
789,275000,10000,115,7.481794667,39
790,275000,10000,116,4.093421999,39
791,275000,10000,117,8.272729068,39
792,275000,10000,118,7.853796085,17
793,275000,10000,120,2.910876862,39
794,275000,10000,121,2.635206879,17
795,275000,10000,122,1.783842529,27
796,275000,10000,126,2.710768552,10
797,275000,10000,131,2.460360676,27
798,275000,10000,165,6.507623722,1
799,275000,10000,174,5.147587177,39
800,275000,10000,176,3.829199303,39
801,275000,10000,177,4.343497398,10
802,275000,10000,178,7.349562093,17
803,275000,10000,179,3.391481569,10
804,275000,10000,185,0.789793869,10
805,275000,10000,191,7.735503523,1
806,275000,10000,212,2.58912854,17
807,275000,10000,227,6.61301474,39
808,275000,10000,244,2.042839233,10
809,275000,10000,253,6.099223537,39
810,275000,10000,258,1.635467102,17
811,275000,10000,273,4.238320729,17
812,275000,10000,313,4.475973707,17
813,275000,10000,314,4.023189017,17
814,275000,10000,320,4.613274389,39
815,275000,10000,322,7.65525134,39
816,275000,10000,323,2.827109364,27
817,275000,10000,324,5.316485666,17
818,275000,10000,325,8.405466403,39
819,275000,10000,328,7.03309812,17
820,275000,10000,344,7.771663735,17
821,275000,10000,345,8.824307254,39
822,275000,10000,346,5.991434261,39
823,275000,10000,347,5.809519318,17
824,275000,10000,353,3.546774415,39
825,275000,10000,354,5.913574855,17
826,275000,10000,355,6.292533581,39
827,275000,10000,356,7.364797778,17
828,275000,10000,359,4.931094945,39
829,275000,10000,370,7.858335877,39
830,275000,10000,375,1.934012973,27
831,275000,10000,376,1.670619997,17
832,275000,10000,377,3.453553521,39
833,275000,10000,378,3.56602999,39
834,275000,10000,396,2.115436674,17
835,275000,10000,402,5.239931721,17
836,275000,10000,420,3.263989456,39
837,275000,10000,421,8.326908397,39
838,275000,10000,434,1.906827021,17
839,275000,10000,435,3.173352343,27
840,275000,10000,436,2.615781839,27
841,275000,10000,437,2.95826013,27
842,275000,10000,438,2.349800537,27
843,275000,10000,443,6.237241891,17
844,275000,10000,452,0.735162082,10
845,275000,10000,453,0.486926747,10
846,275000,10000,454,1.461311552,10
847,275000,10000,455,0.495893342,10
848,275000,10000,456,0.492402269,10
849,275000,10000,457,0.828327991,10
850,275000,10000,481,2.106618164,17
851,275000,10000,482,2.261020218,17
852,275000,10000,488,2.454859799,17
853,275000,10000,490,5.735736221,39
854,275000,10000,492,1.902243385,39
855,275000,10000,494,6.57731725,17
856,275000,10000,495,3.2422822,17
857,275000,10000,496,1.809506709,17
858,275000,10000,497,2.269200618,17
859,275000,10000,498,5.772240608,17
860,275000,10000,499,1.901839985,10
861,275000,10000,501,2.966573973,27
862,275000,10000,502,2.700242187,27
863,275000,10000,511,7.397303008,39
864,275000,10000,524,1.984069642,27
865,275000,10000,527,1.557931162,17
866,275000,10000,531,6.924502229,39
867,275000,10000,532,2.600829642,17
868,275000,10000,536,3.64658454,10
869,275000,10000,550,3.753863297,39
870,275000,10000,560,7.316209737,1
871,275000,10000,579,7.955260643,39
872,275000,10000,648,1.386178076,17
873,275000,10000,649,7.327169826,17
874,275000,10000,650,2.45167018,27
875,275000,10000,651,6.855495617,17
876,275000,10000,654,5.795915751,17
877,275000,10000,681,6.20168113,17
878,275000,10000,682,6.280506301,17
879,275000,10000,683,3.861886479,1
880,275000,10000,694,10.69246351,1
881,275000,10000,695,6.758874421,39
882,275000,10000,696,4.257228142,39
883,275000,10000,700,5.196221795,17
884,275000,10000,705,1.138096673,17
885,275000,10000,706,3.482072501,10
886,275000,10000,707,6.325363702,39
887,275000,10000,709,4.848231628,39
888,275000,10000,710,3.017153037,10
889,275000,10000,712,2.812388887,10
890,275000,10000,713,3.799351212,10
891,275000,10000,714,2.748122941,10
892,275000,10000,715,2.513387542,10
893,275000,10000,716,2.403825239,10
894,275000,10000,717,2.33357168,10
895,275000,10000,718,3.998554838,17
896,275000,10000,719,4.52079938,17
897,275000,10000,720,4.877526154,17
898,275000,10000,721,4.095785895,17
899,275000,10000,722,1.524029653,27
900,275000,10000,723,1.053353965,27
901,275000,10000,724,2.365055234,27
902,275000,10000,725,2.068808109,27
903,275000,10000,726,2.574584371,27
904,275000,10000,727,1.741208547,27
905,275000,10000,728,2.034465772,27
906,275000,10000,731,1.482766637,27
907,275000,10000,732,1.728133006,27
908,275000,10000,733,1.838127555,27
909,275000,10000,734,2.092091479,27
910,275000,10000,735,1.13137462,10
911,275000,10000,736,1.282780582,39
912,275000,10000,737,2.136323843,39
913,275000,10000,738,1.627903147,39
914,275000,10000,739,2.722714696,17
915,275000,10000,740,0.508642171,10
916,275000,10000,741,0.636063281,10
917,275000,10000,742,2.069877237,17
918,275000,10000,756,6.211908097,17
919,275000,10000,757,5.426614295,17
920,275000,10000,758,5.458939206,17
921,275000,10000,759,7.046624815,17
922,275000,10000,760,7.021815196,17
923,275000,10000,761,7.034233152,17
924,275000,10000,762,6.179440514,17
925,275000,10000,763,6.366940369,17
926,275000,10000,766,6.9463961,39
927,275000,10000,767,6.474443289,39
928,275000,10000,768,6.528783662,39
929,275000,10000,769,6.402492984,39
930,275000,10000,770,6.288937772,39
931,275000,10000,771,6.005166477,39
932,275000,10000,772,6.78298438,39
933,275000,10000,773,6.649003703,39
934,275000,10000,774,6.09708577,17
935,275000,10000,775,5.131137541,17
936,275000,10000,776,1.233992124,10
937,275000,10000,820,5.055379375,39
938,275000,10000,821,5.734311971,39
939,275000,10000,822,5.22446031,39
940,275000,10000,823,5.191493351,39
941,275000,10000,824,4.450697115,39
942,275000,10000,825,4.696658341,39
943,275000,10000,826,5.659220379,39
944,275000,10000,827,5.341174984,39
945,275000,10000,832,3.925466535,17
946,275000,10000,833,3.403412803,10
947,275000,10000,835,3.20403203,10
948,275000,10000,839,4.226501697,39
949,275000,10000,840,4.262761638,39
950,275000,10000,841,7.402678573,39
951,275000,10000,842,6.738090338,39
952,275000,10000,844,2.648404071,10
953,275000,10000,845,7.363022652,17
954,275000,10000,846,4.304925772,39
955,275000,10000,877,6.728766382,39
956,275000,10000,878,5.059679524,10
957,275000,10000,879,5.293938409,17
958,275000,10000,880,5.48151757,17
959,275000,10000,882,2.044938359,10
960,275000,10000,883,1.933623902,10
961,275000,10000,884,1.581760846,10
962,275000,10000,885,1.621829822,10
963,275000,10000,886,5.068267051,17
964,275000,10000,887,6.670711218,17
965,275000,10000,888,6.030262233,39
966,275000,10000,889,5.256578301,10
967,275000,10000,890,6.91712926,17
968,275000,10000,891,6.260005007,39
969,275000,10000,892,5.977227047,17
970,275000,10000,893,7.430812832,17
971,275000,10000,895,7.041392414,17
972,275000,10000,896,7.019656053,17
973,275000,10000,897,5.672990424,39
974,275000,10000,898,5.676685903,39
975,275000,10000,902,0.922022891,27
976,275000,10000,903,0.402716145,27
977,275000,10000,904,0.602673368,27
978,275000,10000,905,0.619836355,27
979,275000,10000,906,0.895734117,27
980,275000,10000,915,6.531162123,17
981,275000,10000,916,5.13754656,10
982,275000,10000,917,6.653884278,17
983,275000,10000,918,5.223377498,10
984,275000,10000,919,6.185003491,17
985,275000,10000,920,5.88509693,17
986,275000,10000,921,5.858906368,39
987,275000,10000,922,5.820989657,39
988,275000,10000,923,5.938736852,39
989,275000,10000,924,5.804614834,39
990,275000,10000,925,5.500231609,39
991,275000,10000,926,5.977802693,39
992,275000,10000,927,5.826401309,39
993,275000,10000,928,6.028068125,39
994,275000,10000,929,7.720026012,17
995,275000,10000,931,8.284756642,17
996,275000,10000,932,7.850190106,17
997,275000,10000,933,8.124847659,17
998,275000,10000,934,7.789231807,17
999,275000,10000,935,7.402947493,39
1000,275000,10000,936,7.086263601,39
1001,275000,10000,937,6.734620801,39
1002,275000,10000,938,7.049029255,39
1003,275000,10000,939,7.319500281,39
1004,275000,10000,940,7.185795071,39
1005,275000,10000,941,6.502214034,39
1006,275000,10000,942,7.619603904,39
1007,275000,10000,943,7.504753937,39
1008,275000,10000,944,7.142502918,39
1009,275000,10000,945,6.773720992,39
1010,275000,10000,946,1.399339592,27
1011,275000,10000,947,2.877639092,27
1012,275000,10000,948,3.120185414,27
1013,275000,10000,949,6.988755002,39
1014,275000,10000,950,7.785545621,39
1015,275000,10000,951,6.031652361,27
1016,275000,10000,952,8.80413486,39
1017,275000,10000,953,7.432884628,39
1018,275000,10000,954,8.260937931,39
1019,275000,10000,955,7.644776193,39
1020,275000,10000,956,7.013211415,39
1021,275000,10000,957,6.334173423,39
1022,275000,10000,958,6.90179447,39
1023,275000,10000,959,6.837446932,39
1024,275000,10000,960,6.898039064,39
1025,275000,10000,961,6.686299095,39
1026,275000,10000,962,6.663803034,39
1027,275000,10000,963,6.702508206,39
1028,275000,10000,964,6.238561488,39
1029,275000,10000,965,6.262794224,39
1030,275000,10000,966,6.587253979,39
1031,275000,10000,967,6.689315186,39
1032,275000,10000,968,6.43807458,39
1033,275000,10000,969,7.455799816,39
1034,275000,10000,970,7.239553339,39
1035,275000,10000,971,6.779290155,39
1036,275000,10000,972,7.110463799,39
1037,275000,10000,973,6.757714263,39
1038,275000,10000,974,6.246697254,39
1039,275000,10000,975,6.051405974,39
1040,275000,10000,976,5.903097512,39
1041,275000,10000,977,5.830838742,39
1042,275000,10000,979,5.413351358,39
1043,275000,10000,980,4.27753381,39
1044,275000,10000,981,3.826506496,39
1045,275000,10000,988,1.93755393,10
1046,275000,10000,1009,6.491836273,39
1047,275000,10000,1010,6.881406625,39
1048,275000,10000,1011,6.745168677,39
1049,275000,10000,1012,6.930320498,39
1050,275000,10000,1013,7.692001521,39
1051,275000,10000,1014,7.752831312,39
1052,275000,10000,1015,5.377917881,39
1053,275000,10000,1016,4.267431665,39
1054,275000,10000,1017,3.916727238,39
1055,275000,10000,1018,6.255396607,39
1056,275000,10000,1019,4.668511494,39
1057,275000,10000,1020,4.124619223,39
1058,275000,10000,1021,4.230181653,39
1059,275000,10000,1022,3.871661906,39
1060,275000,10000,1023,3.99859168,39
1061,275000,10000,1025,5.175954192,39
1062,275000,10000,1029,2.080594486,10
1063,275000,10000,1038,5.63166002,39
1064,275000,10000,1039,6.840564605,39
1065,275000,10000,1044,4.076745122,17
1066,275000,10000,1049,3.110204087,39
1067,275000,10000,1051,6.307379997,17
1068,275000,10000,1052,5.319742215,17
1069,275000,10000,1063,7.595595148,39
1070,275000,10000,1064,2.17057208,10
1071,275000,10000,1070,0.188507988,10
1072,275000,10000,1071,0.641982693,10
1073,275000,10000,1072,1.142813097,10
1074,275000,10000,1073,1.975482911,10
1075,275000,10000,1074,2.006922059,39
1076,275000,10000,1075,1.908906646,39
1077,275000,10000,1076,2.031831508,39
1078,275000,10000,1077,7.234413992,39
1079,275000,10000,1082,2.267027076,17
1080,275000,10000,1085,6.192203141,39
1081,275000,10000,1095,3.306080152,17
1082,275000,10000,1096,3.31354056,17
1083,300000,10000,0,3.433993615,40
1084,300000,10000,1,3.164102083,1
1085,300000,10000,2,3.354985222,27
1086,300000,10000,3,1.962165016,27
1087,300000,10000,4,5.928945508,39
1088,300000,10000,5,3.236026297,27
1089,300000,10000,6,3.370164686,10
1090,300000,10000,7,5.586077287,39
1091,300000,10000,9,3.673955994,39
1092,300000,10000,10,3.436549584,39
1093,300000,10000,11,3.719820733,10
1094,300000,10000,12,3.537376207,10
1095,300000,10000,13,3.096169214,10
1096,300000,10000,14,2.972239034,10
1097,300000,10000,15,3.011604106,10
1098,300000,10000,16,3.86931446,17
1099,300000,10000,17,4.654813024,17
1100,300000,10000,18,2.680916747,17
1101,300000,10000,19,2.556243684,17
1102,300000,10000,20,2.210446004,17
1103,300000,10000,21,1.564886533,17
1104,300000,10000,22,1.89867605,17
1105,300000,10000,23,0.96078953,17
1106,300000,10000,24,0.861908782,17
1107,300000,10000,25,1.259198226,17
1108,300000,10000,26,1.531506637,17
1109,300000,10000,27,1.622246026,17
1110,300000,10000,28,1.372781746,17
1111,300000,10000,29,1.273377639,17
1112,300000,10000,30,1.267745222,17
1113,300000,10000,31,3.462123915,27
1114,300000,10000,32,3.570047491,27
1115,300000,10000,33,2.596121724,27
1116,300000,10000,37,1.19944181,10
1117,300000,10000,40,3.704811695,40
1118,300000,10000,41,3.642604221,17
1119,300000,10000,42,4.082375859,17
1120,300000,10000,44,2.194314132,40
1121,300000,10000,51,9.290112439,1
1122,300000,10000,52,5.340721122,27
1123,300000,10000,57,1.559317672,10
1124,300000,10000,58,2.274325837,10
1125,300000,10000,59,2.195676398,10
1126,300000,10000,60,2.404031472,10
1127,300000,10000,62,4.429846539,39
1128,300000,10000,63,3.226288241,39
1129,300000,10000,68,4.740407095,17
1130,300000,10000,69,1.560120428,40
1131,300000,10000,70,1.713245313,10
1132,300000,10000,71,3.717291345,17
1133,300000,10000,72,2.634097734,10
1134,300000,10000,74,4.425780319,17
1135,300000,10000,77,4.239200335,1
1136,300000,10000,81,4.942538162,17
1137,300000,10000,86,5.385721948,17
1138,300000,10000,93,2.444635862,27
1139,300000,10000,94,1.982463302,27
1140,300000,10000,95,2.249080845,40
1141,300000,10000,96,1.146506878,40
1142,300000,10000,97,3.593374372,40
1143,300000,10000,103,5.137739552,17
1144,300000,10000,106,2.442761692,40
1145,300000,10000,107,7.130085848,1
1146,300000,10000,108,7.560934232,39
1147,300000,10000,109,2.180428496,27
1148,300000,10000,110,5.15369599,17
1149,300000,10000,113,3.217775087,27
1150,300000,10000,115,7.481794667,39
1151,300000,10000,116,4.093421999,39
1152,300000,10000,117,8.272729068,39
1153,300000,10000,118,7.041772538,39
1154,300000,10000,120,2.910876862,39
1155,300000,10000,121,2.635206879,17
1156,300000,10000,122,1.783842529,27
1157,300000,10000,126,2.710768552,10
1158,300000,10000,131,2.460360676,27
1159,300000,10000,165,6.507623722,1
1160,300000,10000,174,5.147587177,39
1161,300000,10000,176,3.829199303,39
1162,300000,10000,177,4.222006658,27
1163,300000,10000,178,7.349562093,17
1164,300000,10000,179,3.391481569,10
1165,300000,10000,185,0.789793869,10
1166,300000,10000,191,7.735503523,1
1167,300000,10000,212,2.58912854,17
1168,300000,10000,227,6.61301474,39
1169,300000,10000,244,2.042839233,10
1170,300000,10000,253,6.099223537,39
1171,300000,10000,258,1.635467102,17
1172,300000,10000,273,4.238320729,17
1173,300000,10000,313,4.475973707,17
1174,300000,10000,314,2.820310149,10
1175,300000,10000,320,4.613274389,39
1176,300000,10000,322,7.65525134,39
1177,300000,10000,323,2.827109364,27
1178,300000,10000,324,5.316485666,17
1179,300000,10000,325,8.405466403,39
1180,300000,10000,328,2.202107317,40
1181,300000,10000,344,5.415981314,27
1182,300000,10000,345,6.305532563,27
1183,300000,10000,346,5.991434261,39
1184,300000,10000,347,4.629660506,10
1185,300000,10000,353,3.546774415,39
1186,300000,10000,354,3.466461909,27
1187,300000,10000,355,5.626932737,10
1188,300000,10000,356,2.01643303,40
1189,300000,10000,359,4.931094945,39
1190,300000,10000,370,7.858335877,39
1191,300000,10000,375,1.934012973,27
1192,300000,10000,376,1.670619997,17
1193,300000,10000,377,3.453553521,39
1194,300000,10000,378,3.56602999,39
1195,300000,10000,396,2.115436674,17
1196,300000,10000,402,5.239931721,17
1197,300000,10000,420,3.263989456,39
1198,300000,10000,421,8.326908397,39
1199,300000,10000,434,1.906827021,17
1200,300000,10000,435,3.173352343,27
1201,300000,10000,436,2.615781839,27
1202,300000,10000,437,2.95826013,27
1203,300000,10000,438,2.349800537,27
1204,300000,10000,443,3.068813817,27
1205,300000,10000,452,0.735162082,10
1206,300000,10000,453,0.486926747,10
1207,300000,10000,454,1.461311552,10
1208,300000,10000,455,0.495893342,10
1209,300000,10000,456,0.492402269,10
1210,300000,10000,457,0.828327991,10
1211,300000,10000,481,2.106618164,17
1212,300000,10000,482,1.265958636,10
1213,300000,10000,488,2.454859799,17
1214,300000,10000,490,5.735736221,39
1215,300000,10000,492,1.902243385,39
1216,300000,10000,494,1.803818592,40
1217,300000,10000,495,3.2422822,17
1218,300000,10000,496,1.809506709,17
1219,300000,10000,497,2.269200618,17
1220,300000,10000,498,3.489880208,27
1221,300000,10000,499,1.901839985,10
1222,300000,10000,501,2.966573973,27
1223,300000,10000,502,2.700242187,27
1224,300000,10000,511,7.397303008,39
1225,300000,10000,524,1.984069642,27
1226,300000,10000,527,1.557931162,17
1227,300000,10000,531,6.924502229,39
1228,300000,10000,532,2.600829642,17
1229,300000,10000,536,3.64658454,10
1230,300000,10000,550,3.753863297,39
1231,300000,10000,560,7.316209737,1
1232,300000,10000,579,7.955260643,39
1233,300000,10000,648,1.386178076,17
1234,300000,10000,649,0.885027712,40
1235,300000,10000,650,2.45167018,27
1236,300000,10000,651,2.048733127,40
1237,300000,10000,654,2.932253163,40
1238,300000,10000,681,3.177469761,27
1239,300000,10000,682,5.167870866,10
1240,300000,10000,683,3.861886479,1
1241,300000,10000,694,10.69246351,1
1242,300000,10000,695,6.758874421,39
1243,300000,10000,696,4.257228142,39
1244,300000,10000,700,5.196221795,17
1245,300000,10000,705,1.138096673,17
1246,300000,10000,706,3.482072501,10
1247,300000,10000,707,6.325363702,39
1248,300000,10000,709,4.848231628,39
1249,300000,10000,710,3.017153037,10
1250,300000,10000,712,2.812388887,10
1251,300000,10000,713,3.799351212,10
1252,300000,10000,714,2.748122941,10
1253,300000,10000,715,2.513387542,10
1254,300000,10000,716,2.403825239,10
1255,300000,10000,717,2.33357168,10
1256,300000,10000,718,3.998554838,17
1257,300000,10000,719,4.52079938,17
1258,300000,10000,720,4.877526154,17
1259,300000,10000,721,4.095785895,17
1260,300000,10000,722,1.524029653,27
1261,300000,10000,723,1.053353965,27
1262,300000,10000,724,2.365055234,27
1263,300000,10000,725,2.593414522,40
1264,300000,10000,726,2.385812199,40
1265,300000,10000,727,1.741208547,27
1266,300000,10000,728,2.034465772,27
1267,300000,10000,731,1.482766637,27
1268,300000,10000,732,1.728133006,27
1269,300000,10000,733,1.838127555,27
1270,300000,10000,734,2.092091479,27
1271,300000,10000,735,1.13137462,10
1272,300000,10000,736,1.282780582,39
1273,300000,10000,737,2.136323843,39
1274,300000,10000,738,1.627903147,39
1275,300000,10000,739,1.26443548,10
1276,300000,10000,740,0.508642171,10
1277,300000,10000,741,0.636063281,10
1278,300000,10000,742,2.069877237,17
1279,300000,10000,756,6.211908097,17
1280,300000,10000,757,5.426614295,17
1281,300000,10000,758,5.458939206,17
1282,300000,10000,759,7.046624815,17
1283,300000,10000,760,7.021815196,17
1284,300000,10000,761,7.034233152,17
1285,300000,10000,762,6.179440514,17
1286,300000,10000,763,5.254304935,10
1287,300000,10000,766,6.9463961,39
1288,300000,10000,767,6.474443289,39
1289,300000,10000,768,6.528783662,39
1290,300000,10000,769,6.402492984,39
1291,300000,10000,770,6.288937772,39
1292,300000,10000,771,6.005166477,39
1293,300000,10000,772,6.78298438,39
1294,300000,10000,773,6.649003703,39
1295,300000,10000,774,2.382651019,40
1296,300000,10000,775,2.891922502,40
1297,300000,10000,776,1.233992124,10
1298,300000,10000,820,5.055379375,39
1299,300000,10000,821,5.734311971,39
1300,300000,10000,822,5.22446031,39
1301,300000,10000,823,5.191493351,39
1302,300000,10000,824,4.450697115,39
1303,300000,10000,825,4.696658341,39
1304,300000,10000,826,5.659220379,39
1305,300000,10000,827,5.341174984,39
1306,300000,10000,832,2.698689064,10
1307,300000,10000,833,3.403412803,10
1308,300000,10000,835,3.20403203,10
1309,300000,10000,839,4.226501697,39
1310,300000,10000,840,4.262761638,39
1311,300000,10000,841,7.402678573,39
1312,300000,10000,842,6.738090338,39
1313,300000,10000,844,2.648404071,10
1314,300000,10000,845,5.957569488,10
1315,300000,10000,846,4.304925772,39
1316,300000,10000,877,6.728766382,39
1317,300000,10000,878,5.059679524,10
1318,300000,10000,879,5.293938409,17
1319,300000,10000,880,5.48151757,17
1320,300000,10000,882,2.044938359,10
1321,300000,10000,883,1.933623902,10
1322,300000,10000,884,1.581760846,10
1323,300000,10000,885,1.621829822,10
1324,300000,10000,886,5.068267051,17
1325,300000,10000,887,5.268366683,10
1326,300000,10000,888,6.030262233,39
1327,300000,10000,889,5.256578301,10
1328,300000,10000,890,5.514784725,10
1329,300000,10000,891,6.260005007,39
1330,300000,10000,892,5.977227047,17
1331,300000,10000,893,5.354452648,27
1332,300000,10000,895,7.041392414,17
1333,300000,10000,896,7.019656053,17
1334,300000,10000,897,5.672990424,39
1335,300000,10000,898,5.676685903,39
1336,300000,10000,902,0.922022891,27
1337,300000,10000,903,0.402716145,27
1338,300000,10000,904,0.602673368,27
1339,300000,10000,905,0.619836355,27
1340,300000,10000,906,0.895734117,27
1341,300000,10000,915,5.105257828,10
1342,300000,10000,916,5.13754656,10
1343,300000,10000,917,6.653884278,17
1344,300000,10000,918,5.223377498,10
1345,300000,10000,919,6.185003491,17
1346,300000,10000,920,5.88509693,17
1347,300000,10000,921,5.858906368,39
1348,300000,10000,922,5.820989657,39
1349,300000,10000,923,5.938736852,39
1350,300000,10000,924,5.804614834,39
1351,300000,10000,925,5.500231609,39
1352,300000,10000,926,5.977802693,39
1353,300000,10000,927,5.826401309,39
1354,300000,10000,928,6.028068125,39
1355,300000,10000,929,5.597156283,27
1356,300000,10000,931,5.530964442,27
1357,300000,10000,932,5.231637474,27
1358,300000,10000,933,5.505003359,27
1359,300000,10000,934,7.071989243,39
1360,300000,10000,935,7.402947493,39
1361,300000,10000,936,7.086263601,39
1362,300000,10000,937,6.734620801,39
1363,300000,10000,938,7.049029255,39
1364,300000,10000,939,7.319500281,39
1365,300000,10000,940,7.185795071,39
1366,300000,10000,941,6.502214034,39
1367,300000,10000,942,7.619603904,39
1368,300000,10000,943,7.504753937,39
1369,300000,10000,944,7.142502918,39
1370,300000,10000,945,6.773720992,39
1371,300000,10000,946,1.399339592,27
1372,300000,10000,947,2.877639092,27
1373,300000,10000,948,3.120185414,27
1374,300000,10000,949,6.988755002,39
1375,300000,10000,950,7.785545621,39
1376,300000,10000,951,6.031652361,27
1377,300000,10000,952,6.601316202,27
1378,300000,10000,953,7.432884628,39
1379,300000,10000,954,6.502755287,27
1380,300000,10000,955,7.644776193,39
1381,300000,10000,956,7.013211415,39
1382,300000,10000,957,6.334173423,39
1383,300000,10000,958,6.90179447,39
1384,300000,10000,959,6.837446932,39
1385,300000,10000,960,6.898039064,39
1386,300000,10000,961,6.686299095,39
1387,300000,10000,962,6.663803034,39
1388,300000,10000,963,6.702508206,39
1389,300000,10000,964,6.238561488,39
1390,300000,10000,965,6.262794224,39
1391,300000,10000,966,6.587253979,39
1392,300000,10000,967,6.689315186,39
1393,300000,10000,968,6.43807458,39
1394,300000,10000,969,7.455799816,39
1395,300000,10000,970,7.239553339,39
1396,300000,10000,971,6.779290155,39
1397,300000,10000,972,7.110463799,39
1398,300000,10000,973,6.757714263,39
1399,300000,10000,974,6.246697254,39
1400,300000,10000,975,6.051405974,39
1401,300000,10000,976,5.903097512,39
1402,300000,10000,977,5.830838742,39
1403,300000,10000,979,5.413351358,39
1404,300000,10000,980,4.27753381,39
1405,300000,10000,981,3.826506496,39
1406,300000,10000,988,1.93755393,10
1407,300000,10000,1009,6.491836273,39
1408,300000,10000,1010,6.881406625,39
1409,300000,10000,1011,6.745168677,39
1410,300000,10000,1012,6.930320498,39
1411,300000,10000,1013,7.692001521,39
1412,300000,10000,1014,7.752831312,39
1413,300000,10000,1015,5.377917881,39
1414,300000,10000,1016,4.267431665,39
1415,300000,10000,1017,3.916727238,39
1416,300000,10000,1018,6.255396607,39
1417,300000,10000,1019,4.668511494,39
1418,300000,10000,1020,4.124619223,39
1419,300000,10000,1021,4.230181653,39
1420,300000,10000,1022,3.871661906,39
1421,300000,10000,1023,3.99859168,39
1422,300000,10000,1025,5.175954192,39
1423,300000,10000,1029,2.080594486,10
1424,300000,10000,1038,5.63166002,39
1425,300000,10000,1039,6.840564605,39
1426,300000,10000,1044,4.076745122,17
1427,300000,10000,1049,3.110204087,39
1428,300000,10000,1051,1.768633596,40
1429,300000,10000,1052,2.787601446,40
1430,300000,10000,1063,7.595595148,39
1431,300000,10000,1064,2.17057208,10
1432,300000,10000,1070,0.188507988,10
1433,300000,10000,1071,0.641982693,10
1434,300000,10000,1072,1.142813097,10
1435,300000,10000,1073,1.975482911,10
1436,300000,10000,1074,2.006922059,39
1437,300000,10000,1075,1.908906646,39
1438,300000,10000,1076,2.031831508,39
1439,300000,10000,1077,7.234413992,39
1440,300000,10000,1082,2.267027076,17
1441,300000,10000,1085,6.192203141,39
1442,300000,10000,1095,3.306080152,17
1443,300000,10000,1096,3.31354056,17
1444,350000,10000,0,2.783267453,1
1445,350000,10000,1,3.164102083,1
1446,350000,10000,2,3.354985222,27
1447,350000,10000,3,1.962165016,27
1448,350000,10000,4,5.928945508,39
1449,350000,10000,5,7.167525927,10
1450,350000,10000,6,3.370164686,10
1451,350000,10000,7,5.586077287,39
1452,350000,10000,9,3.673955994,39
1453,350000,10000,10,3.436549584,39
1454,350000,10000,11,3.719820733,10
1455,350000,10000,12,2.599294246,1
1456,350000,10000,13,3.096169214,10
1457,350000,10000,14,2.972239034,10
1458,350000,10000,15,3.011604106,10
1459,350000,10000,16,1.384340542,1
1460,350000,10000,17,1.706657669,1
1461,350000,10000,18,0.896110357,1
1462,350000,10000,19,2.556243684,17
1463,350000,10000,20,2.210446004,17
1464,350000,10000,21,1.564886533,17
1465,350000,10000,22,1.89867605,17
1466,350000,10000,23,0.96078953,17
1467,350000,10000,24,0.861908782,17
1468,350000,10000,25,1.259198226,17
1469,350000,10000,26,1.531506637,17
1470,350000,10000,27,1.622246026,17
1471,350000,10000,28,1.372781746,17
1472,350000,10000,29,1.273377639,17
1473,350000,10000,30,1.267745222,17
1474,350000,10000,31,3.462123915,27
1475,350000,10000,32,3.570047491,27
1476,350000,10000,33,2.596121724,27
1477,350000,10000,37,1.19944181,10
1478,350000,10000,40,3.264367343,1
1479,350000,10000,41,1.157630303,1
1480,350000,10000,42,1.597401941,1
1481,350000,10000,44,4.464398172,1
1482,350000,10000,51,9.290112439,1
1483,350000,10000,52,5.340721122,27
1484,350000,10000,57,1.559317672,10
1485,350000,10000,58,2.274325837,10
1486,350000,10000,59,2.195676398,10
1487,350000,10000,60,2.404031472,10
1488,350000,10000,62,4.429846539,39
1489,350000,10000,63,3.226288241,39
1490,350000,10000,68,4.740407095,17
1491,350000,10000,69,6.555740434,17
1492,350000,10000,70,1.713245313,10
1493,350000,10000,71,1.232317427,1
1494,350000,10000,72,1.502332847,1
1495,350000,10000,74,4.425780319,17
1496,350000,10000,77,4.239200335,1
1497,350000,10000,81,2.45649958,1
1498,350000,10000,86,3.120891004,1
1499,350000,10000,93,2.444635862,27
1500,350000,10000,94,1.982463302,27
1501,350000,10000,95,4.16163441,1
1502,350000,10000,96,5.08973394,1
1503,350000,10000,97,2.967349352,1
1504,350000,10000,103,5.137739552,17
1505,350000,10000,106,4.497734465,1
1506,350000,10000,107,7.130085848,1
1507,350000,10000,108,3.305118864,44
