,Budget,Cost,POD,Days Open
85,1000000,10000,38,3.0119598765432096
86,1000000,10000,39,5.615277777777777
87,1000000,10000,40,0.0
88,1000000,10000,41,17.26317663817663
89,1000000,10000,42,0.0
90,1000000,10000,43,4.473875661375661
91,1000000,10000,44,0.0
92,1000000,10000,45,0.0
93,1000000,10000,46,0.0
94,1250000,10000,0,26.259837962962962
95,1250000,10000,1,15.745370370369645
96,1250000,10000,2,5.165908852952136e-13
97,1250000,10000,3,1.3912037037037037
98,1250000,10000,4,0.0
99,1250000,10000,5,5.890335648148148
100,1250000,10000,6,0.0
101,1250000,10000,7,0.0
102,1250000,10000,8,4.835069444444445
103,1250000,10000,9,0.0
104,1250000,10000,10,4.802910052910053
105,1250000,10000,11,2.4345238095238098
106,1250000,10000,12,0.0
107,1250000,10000,13,2.334953703703704
108,1250000,10000,14,6.817545109211776
109,1250000,10000,15,4.935978835978835
110,1250000,10000,16,2.241181657848324
111,1250000,10000,17,6.575901559454191
112,1250000,10000,18,2.868730709876543
113,1250000,10000,19,4.555684156378601
114,1250000,10000,20,7.497222222222222
115,1250000,10000,21,9.636384335154826
116,1250000,10000,22,5.132716049382716
117,1250000,10000,23,3.909887566137566
118,1250000,10000,24,0.0
119,1250000,10000,25,0.0
120,1250000,10000,26,6.146442495126705
121,1250000,10000,27,13.56547619047619
122,1250000,10000,28,0.0
123,1250000,10000,29,26.46759259259259
124,1250000,10000,30,3.3369502314814814
125,1250000,10000,31,4.971064814814815
126,1250000,10000,32,2.183201058201058
127,1250000,10000,33,0.35390946502057613
128,1250000,10000,34,0.0
129,1250000,10000,35,11.833002645502646
130,1250000,10000,36,3.6909722222222223
131,1250000,10000,37,6.659722222222221
132,1250000,10000,38,8.898148148148149
133,1250000,10000,39,23.742361111111112
134,1250000,10000,40,0.0
135,1250000,10000,41,12.349893162393162
136,1250000,10000,42,6.180401234567901
137,1250000,10000,43,4.473875661375661
138,1250000,10000,44,19.62384259259259
139,1250000,10000,45,0.0
140,1250000,10000,46,6.813888888888889
141,1500000,10000,0,29.949074074074073
142,1500000,10000,1,29.929166666666667
143,1500000,10000,2,25.818121693121693
144,1500000,10000,3,5.224316578483245
145,1500000,10000,4,6.129409171075838
146,1500000,10000,5,13.553819444444445
147,1500000,10000,6,22.66358024691358
148,1500000,10000,7,15.739351851851852
149,1500000,10000,8,4.067418981481482
150,1500000,10000,9,29.76736111111111
151,1500000,10000,10,9.92526455026455
152,1500000,10000,11,2.878174603174603
153,1500000,10000,12,4.666534391534391
154,1500000,10000,13,2.0497685185185186
155,1500000,10000,14,7.6582383665717
156,1500000,10000,15,3.566666666666667
157,1500000,10000,16,1.7029320987654324
158,1500000,10000,17,3.4982943469785575
159,1500000,10000,18,3.9559220679012346
160,1500000,10000,19,0.6859567901234568
161,1500000,10000,20,1.416435185185185
162,1500000,10000,21,2.487173649058895
163,1500000,10000,22,1.6259820426487093
164,1500000,10000,23,3.427166005291005
165,1500000,10000,24,14.404761904761905
166,1500000,10000,25,10.712962962962964
167,1500000,10000,26,5.1076998050682265
168,1500000,10000,27,16.261243386243386
169,1500000,10000,28,7.587962962962963
170,1500000,10000,29,15.915123456790123
171,1500000,10000,30,1.2074652777777777
172,1500000,10000,31,1.8020833333333333
173,1500000,10000,32,2.0952380952380953
174,1500000,10000,33,3.8996913580246915
175,1500000,10000,34,4.445987654320987
176,1500000,10000,35,11.777777777777779
177,1500000,10000,36,2.5108024691358026
178,1500000,10000,37,9.331018518518517
179,1500000,10000,38,2.4104938271604937
180,1500000,10000,39,7.674305555555556
181,1500000,10000,40,9.723958333333334
182,1500000,10000,41,3.71011396011396
183,1500000,10000,42,1.5026234567901235
184,1500000,10000,43,4.133597883597884
185,1500000,10000,44,10.960648148148147
186,1500000,10000,45,2.9152421652421654
187,1500000,10000,46,16.369907407407407
188,1750000,10000,0,9.860532407407407
189,1750000,10000,1,21.0375
190,1750000,10000,2,23.41732804232804
191,1750000,10000,3,6.3863536155202825
192,1750000,10000,4,3.060405643738977
193,1750000,10000,5,7.880787037037037
194,1750000,10000,6,23.54320987654321
195,1750000,10000,7,4.9875
196,1750000,10000,8,5.379484953703703
197,1750000,10000,9,16.46701388888889
198,1750000,10000,10,12.727843915343914
199,1750000,10000,11,2.81984126984127
200,1750000,10000,12,2.3333333333333335
201,1750000,10000,13,2.3645833333333335
202,1750000,10000,14,2.1932573599240266
203,1750000,10000,15,2.441335978835979
204,1750000,10000,16,2.05842151675485
205,1750000,10000,17,4.038864522417154
206,1750000,10000,18,3.1984953703703702
207,1750000,10000,19,1.366383744855967
208,1750000,10000,20,1.682175925925926
209,1750000,10000,21,1.1775197328476017
210,1750000,10000,22,4.422278338945006
211,1750000,10000,23,3.64021164021164
212,1750000,10000,24,20.140873015873016
213,1750000,10000,25,13.749669312169313
214,1750000,10000,26,6.907894736842105
215,1750000,10000,27,23.70304232804233
216,1750000,10000,28,29.523148148148145
217,1750000,10000,29,29.24228395061728
218,1750000,10000,30,1.669849537037037
219,1750000,10000,31,3.605324074074074
220,1750000,10000,32,2.357473544973545
221,1750000,10000,33,9.33230452674897
222,1750000,10000,34,5.991512345679013
223,1750000,10000,35,17.21064814814815
224,1750000,10000,36,2.98804012345679
225,1750000,10000,37,9.886574074074074
226,1750000,10000,38,6.179783950617284
227,1750000,10000,39,9.669444444444444
228,1750000,10000,40,16.133680555555557
229,1750000,10000,41,2.6718304843304845
230,1750000,10000,42,0.7819444444444444
231,1750000,10000,43,7.33234126984127
232,1750000,10000,44,29.871527777777775
233,1750000,10000,45,2.3116096866096867
234,1750000,10000,46,28.919444444444444
235,2000000,10000,0,9.860532407407407
236,2000000,10000,1,21.0375
237,2000000,10000,2,23.41732804232804
238,2000000,10000,3,6.3863536155202825
239,2000000,10000,4,3.060405643738977
240,2000000,10000,5,7.880787037037037
241,2000000,10000,6,23.54320987654321
242,2000000,10000,7,4.9875
243,2000000,10000,8,5.379484953703703
244,2000000,10000,9,16.46701388888889
245,2000000,10000,10,12.727843915343914
246,2000000,10000,11,2.81984126984127
247,2000000,10000,12,2.3333333333333335
248,2000000,10000,13,2.3645833333333335
249,2000000,10000,14,2.1932573599240266
250,2000000,10000,15,2.441335978835979
251,2000000,10000,16,2.05842151675485
252,2000000,10000,17,4.038864522417154
253,2000000,10000,18,3.1984953703703702
254,2000000,10000,19,1.366383744855967
255,2000000,10000,20,1.682175925925926
256,2000000,10000,21,1.1775197328476017
257,2000000,10000,22,4.422278338945006
258,2000000,10000,23,3.64021164021164
259,2000000,10000,24,20.140873015873016
260,2000000,10000,25,13.749669312169313
261,2000000,10000,26,6.907894736842105
262,2000000,10000,27,23.70304232804233
263,2000000,10000,28,29.523148148148145
264,2000000,10000,29,29.24228395061728
265,2000000,10000,30,1.669849537037037
266,2000000,10000,31,3.605324074074074
267,2000000,10000,32,2.357473544973545
268,2000000,10000,33,9.33230452674897
269,2000000,10000,34,5.991512345679013
270,2000000,10000,35,17.21064814814815
271,2000000,10000,36,2.98804012345679
272,2000000,10000,37,9.886574074074074
273,2000000,10000,38,6.179783950617284
274,2000000,10000,39,9.669444444444444
275,2000000,10000,40,16.133680555555557
276,2000000,10000,41,2.6718304843304845
277,2000000,10000,42,0.7819444444444444
278,2000000,10000,43,7.33234126984127
279,2000000,10000,44,29.871527777777775
280,2000000,10000,45,2.3116096866096867
281,2000000,10000,46,28.919444444444444
282,2250000,10000,0,9.860532407407407
283,2250000,10000,1,21.0375
284,2250000,10000,2,23.41732804232804
285,2250000,10000,3,6.3863536155202825
286,2250000,10000,4,3.060405643738977
287,2250000,10000,5,7.880787037037037
288,2250000,10000,6,23.54320987654321
289,2250000,10000,7,4.9875
290,2250000,10000,8,5.379484953703703
291,2250000,10000,9,16.46701388888889
292,2250000,10000,10,12.727843915343914
293,2250000,10000,11,2.81984126984127
294,2250000,10000,12,2.3333333333333335
295,2250000,10000,13,2.3645833333333335
296,2250000,10000,14,2.1932573599240266
297,2250000,10000,15,2.441335978835979
298,2250000,10000,16,2.05842151675485
299,2250000,10000,17,4.038864522417154
300,2250000,10000,18,3.1984953703703702
301,2250000,10000,19,1.366383744855967
302,2250000,10000,20,1.682175925925926
303,2250000,10000,21,1.1775197328476017
304,2250000,10000,22,4.422278338945006
305,2250000,10000,23,3.64021164021164
306,2250000,10000,24,20.140873015873016
307,2250000,10000,25,13.749669312169313
308,2250000,10000,26,6.907894736842105
309,2250000,10000,27,23.70304232804233
310,2250000,10000,28,29.523148148148145
311,2250000,10000,29,29.24228395061728
312,2250000,10000,30,1.669849537037037
313,2250000,10000,31,3.605324074074074
314,2250000,10000,32,2.357473544973545
315,2250000,10000,33,9.33230452674897
316,2250000,10000,34,5.991512345679013
317,2250000,10000,35,17.21064814814815
318,2250000,10000,36,2.98804012345679
319,2250000,10000,37,9.886574074074074
320,2250000,10000,38,6.179783950617284
321,2250000,10000,39,9.669444444444444
322,2250000,10000,40,16.133680555555557
323,2250000,10000,41,2.6718304843304845
324,2250000,10000,42,0.7819444444444444
325,2250000,10000,43,7.33234126984127
326,2250000,10000,44,29.871527777777775
327,2250000,10000,45,2.3116096866096867
328,2250000,10000,46,28.919444444444444
329,2500000,10000,0,9.860532407407407
330,2500000,10000,1,21.0375
331,2500000,10000,2,23.41732804232804
332,2500000,10000,3,6.3863536155202825
333,2500000,10000,4,3.060405643738977
334,2500000,10000,5,7.880787037037037
335,2500000,10000,6,23.54320987654321
336,2500000,10000,7,4.9875
337,2500000,10000,8,5.379484953703703
338,2500000,10000,9,16.46701388888889
339,2500000,10000,10,12.727843915343914
340,2500000,10000,11,2.81984126984127
341,2500000,10000,12,2.3333333333333335
342,2500000,10000,13,2.3645833333333335
343,2500000,10000,14,2.1932573599240266
344,2500000,10000,15,2.441335978835979
345,2500000,10000,16,2.05842151675485
346,2500000,10000,17,4.038864522417154
347,2500000,10000,18,3.1984953703703702
348,2500000,10000,19,1.366383744855967
349,2500000,10000,20,1.682175925925926
350,2500000,10000,21,1.1775197328476017
351,2500000,10000,22,4.422278338945006
352,2500000,10000,23,3.64021164021164
353,2500000,10000,24,20.140873015873016
354,2500000,10000,25,13.749669312169313
355,2500000,10000,26,6.907894736842105
356,2500000,10000,27,23.70304232804233
357,2500000,10000,28,29.523148148148145
358,2500000,10000,29,29.24228395061728
359,2500000,10000,30,1.669849537037037
360,2500000,10000,31,3.605324074074074
361,2500000,10000,32,2.357473544973545
362,2500000,10000,33,9.33230452674897
363,2500000,10000,34,5.991512345679013
364,2500000,10000,35,17.21064814814815
365,2500000,10000,36,2.98804012345679
366,2500000,10000,37,9.886574074074074
367,2500000,10000,38,6.179783950617284
368,2500000,10000,39,9.669444444444444
369,2500000,10000,40,16.133680555555557
370,2500000,10000,41,2.6718304843304845
371,2500000,10000,42,0.7819444444444444
372,2500000,10000,43,7.33234126984127
373,2500000,10000,44,29.871527777777775
374,2500000,10000,45,2.3116096866096867
375,2500000,10000,46,28.919444444444444
376,5000000,10000,0,9.564814814814815
377,5000000,10000,1,21.89027777777778
378,5000000,10000,2,23.29265873015873
379,5000000,10000,3,6.3863536155202825
380,5000000,10000,4,3.060405643738977
381,5000000,10000,5,7.880787037037037
382,5000000,10000,6,23.54320987654321
383,5000000,10000,7,4.9875
384,5000000,10000,8,5.379484953703703
385,5000000,10000,9,16.318287037037038
386,5000000,10000,10,12.727843915343914
387,5000000,10000,11,2.81984126984127
388,5000000,10000,12,2.484259259259259
389,5000000,10000,13,2.3645833333333335
390,5000000,10000,14,1.9564339981006649
391,5000000,10000,15,2.372685185185185
392,5000000,10000,16,2.05842151675485
393,5000000,10000,17,4.038864522417154
394,5000000,10000,18,3.1984953703703702
395,5000000,10000,19,1.366383744855967
396,5000000,10000,20,1.682175925925926
397,5000000,10000,21,1.1775197328476017
398,5000000,10000,22,4.422278338945006
399,5000000,10000,23,3.64021164021164
400,5000000,10000,24,19.34854497354497
401,5000000,10000,25,13.635251322751323
402,5000000,10000,26,6.907894736842105
403,5000000,10000,27,24.04100529100529
404,5000000,10000,28,29.99537037037037
405,5000000,10000,29,28.555555555555554
406,5000000,10000,30,1.669849537037037
407,5000000,10000,31,3.605324074074074
408,5000000,10000,32,2.357473544973545
409,5000000,10000,33,9.64454732510288
410,5000000,10000,34,5.991512345679013
411,5000000,10000,35,16.805224867724867
412,5000000,10000,36,2.98804012345679
413,5000000,10000,37,9.886574074074074
414,5000000,10000,38,6.179783950617284
415,5000000,10000,39,10.09212962962963
416,5000000,10000,40,15.637731481481481
417,5000000,10000,41,3.1274928774928776
418,5000000,10000,42,0.7819444444444444
419,5000000,10000,43,7.33234126984127
420,5000000,10000,44,29.496527777777775
421,5000000,10000,45,2.3116096866096867
422,5000000,10000,46,28.81851851851852
